RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =           63     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    1    2     1     0  ---    0  2.1D-02  1.0D+00  9.518D+00  3.316D+02
    2    3     0     0  con    0  1.0D+00  1.3D+00  1.179D+01  3.078D+02
    3    4     0     0  con    0  1.0D+00  2.2D+00  9.597D+00  2.819D+02
    4    5     0     0  con    0  1.0D+00  4.2D+00  3.320D+00  2.524D+02
    5    6     0     0  con    0  1.0D+00  3.6D+00  1.034D+01  2.410D+02
    6    7     0     0  con    0  1.0D+00  2.4D+00  9.241D+00  2.358D+02
    7    8     0     0  con    0  1.0D+00  6.4D-01  2.763D+00  2.336D+02
    8    9     0     0  con    0  1.0D+00  1.7D+00  6.212D-01  2.320D+02
    9   10     0     0  con    0  1.0D+00  1.8D+00  4.517D-01  2.311D+02
   10   11     0     0  con    0  1.0D+00  3.1D+00  6.427D-01  2.303D+02
   11   12     0     0  con    0  1.0D+00  3.3D+00  1.289D+00  2.296D+02
   12   13     0     0  con    0  1.0D+00  1.5D+00  8.296D-01  2.295D+02
   13   14     0     0  con    0  1.0D+00  3.8D+00  1.391D+00  2.292D+02
   14   15     0     0  con    0  1.0D+00  3.7D+00  1.684D+00  2.291D+02
   15   16     0     0  con    0  1.0D+00  4.2D+00  1.056D+00  2.290D+02
   16   17     0     0  con    0  1.0D+00  6.4D-01  6.449D-01  2.289D+02
   17   18     0     0  con    0  1.0D+00  4.0D+00  4.830D-01  2.289D+02
   18   19     0     0  con    0  1.0D+00  2.9D+00  4.699D-01  2.289D+02
   19   20     0     0  con    0  1.0D+00  2.2D+00  1.167D-01  2.288D+02
   20   21     0     0  con    0  1.0D+00  3.1D+00  4.725D-01  2.288D+02
   21   22     0     0  con    0  1.0D+00  2.5D+00  2.370D-01  2.288D+02
   22   23     0     0  con    0  1.0D+00  2.4D+00  2.320D-01  2.288D+02
   23   24     0     0  con    0  1.0D+00  3.3D-01  1.425D-01  2.288D+02
   24   25     0     0  con    0  1.0D+00  1.3D+00  4.850D-02  2.288D+02
   25   26     0     0  con    0  1.0D+00  1.2D+00  2.543D-02  2.288D+02
   26   27     0     0  con    0  1.0D+00  2.3D+00  1.243D-01  2.288D+02
   27   28     0     0  con    0  1.0D+00  8.3D-01  5.252D-02  2.288D+02
   28   29     0     0  con    0  1.0D+00  2.2D+00  2.280D-01  2.288D+02
   29   30     0     0  con    0  1.0D+00  4.6D-02  1.134D-01  2.288D+02
   30   31     0     0  con    0  1.0D+00  1.4D+00  2.677D-02  2.288D+02
   31   32     0     0  con    0  1.0D+00  2.6D+00  5.533D-02  2.288D+02
   32   33     0     0  con    0  1.0D+00  4.1D+00  2.907D-01  2.288D+02
   33   34     0     0  con    0  1.0D+00  1.4D+00  3.948D-02  2.288D+02
   34   35     0     0  con    0  1.0D+00  3.9D+00  3.319D-01  2.288D+02
   35   36     0     0  con    0  1.0D+00  3.2D+00  4.179D-01  2.288D+02
   36   39     0     0  con    2  1.8D+00  1.6D+01  1.557D+00  2.287D+02
   37   42     0     0  con    2  2.2D-02  7.4D+00  2.714D+00  2.287D+02
   38   43     0     0  con    0  1.0D+00  1.3D+01  4.400D+00  2.286D+02
   39   45     0     0  con    1  1.5D-01  1.1D+01  5.915D+00  2.285D+02
   40   46     0     0  con    0  1.0D+00  2.8D+01  9.563D+00  2.283D+02
   41   47     0     0  con    0  1.0D+00  1.0D+00  4.795D+00  2.277D+02
   42   48     0     0  con    0  1.0D+00  1.8D+01  4.035D+00  2.271D+02
   43   49     0     0  con    0  1.0D+00  1.3D+01  3.092D+00  2.262D+02
   44   50     0     0  con    0  1.0D+00  2.3D+01  7.536D-01  2.247D+02
   45   51     0     0  con    0  1.0D+00  3.4D+01  2.605D+00  2.237D+02
   46   52     0     0  con    0  1.0D+00  1.5D+01  3.240D+00  2.233D+02
   47   53     0     0  con    0  1.0D+00  2.6D+01  7.852D-01  2.229D+02
   48   54     0     0  con    0  1.0D+00  1.0D+01  1.175D+00  2.228D+02
   49   55     0     0  con    0  1.0D+00  3.1D+01  1.302D+00  2.226D+02
   50   56     0     0  con    0  1.0D+00  5.8D+01  2.752D+00  2.223D+02
   51   57     0     0  con    0  1.0D+00  7.6D+00  9.154D-01  2.219D+02
   52   58     0     0  con    0  1.0D+00  1.6D+01  1.213D+00  2.218D+02
   53   59     0     0  con    0  1.0D+00  2.0D+01  9.862D-01  2.217D+02
   54   60     0     0  con    0  1.0D+00  9.8D+00  9.224D-01  2.216D+02
   55   61     0     0  con    0  1.0D+00  4.4D+01  1.670D+00  2.211D+02
   56   63     0     0  con    1  3.0D-01  8.3D+01  2.444D-01  2.205D+02
   57   65     0     0  con    1  2.9D-01  3.0D+01  8.069D-01  2.204D+02
   58   66     0     0  con    0  1.0D+00  2.9D+01  1.136D+00  2.201D+02
   59   68     0     0  con    1  2.4D-01  2.0D+00  1.251D-01  2.201D+02
   60   69     0     0  con    0  1.0D+00  1.1D+01  1.233D+00  2.199D+02
   61   70     0     0  con    0  1.0D+00  2.0D+01  4.764D-01  2.199D+02
   62   71     0     0  con    0  1.0D+00  2.3D+00  4.414D-01  2.198D+02
   63   72     0     0  con    0  1.0D+00  1.3D+00  5.187D-01  2.198D+02
   64   74     0     0  con    1  3.3D-01  1.8D+01  2.129D-01  2.198D+02
   65   75     0     0  con    0  1.0D+00  4.2D+00  3.871D-01  2.197D+02
   66   76     0     0  con    0  1.0D+00  1.1D+01  1.267D-01  2.196D+02
   67   77     0     0  con    0  1.0D+00  1.8D+01  4.099D-01  2.195D+02
   68   78     0     0  con    0  1.0D+00  6.6D+00  1.855D-01  2.194D+02
   69   79     0     0  con    0  1.0D+00  1.3D+01  5.239D-01  2.194D+02
   70   80     0     0  con    0  1.0D+00  4.9D+00  4.997D-01  2.193D+02
   71   81     0     0  con    0  1.0D+00  3.4D+00  9.856D-02  2.193D+02
   72   82     0     0  con    0  1.0D+00  9.4D+00  7.187D-02  2.192D+02
   73   84     0     0  con    1  1.3D-01  1.0D+01  6.052D-01  2.192D+02
   74   85     0     0  con    0  1.0D+00  1.9D+01  6.792D-01  2.192D+02
   75   87     0     0  con    1  3.9D-01  1.5D+00  1.859D-01  2.192D+02
   76   88     0     0  con    0  1.0D+00  2.3D+00  2.622D-02  2.192D+02
   77   89     0     0  con    0  1.0D+00  1.0D+01  1.439D-01  2.192D+02
   78   90     0     0  con    0  1.0D+00  1.3D+00  3.631D-01  2.191D+02
   79   91     0     0  con    0  1.0D+00  3.2D+00  5.836D-01  2.191D+02
   80   92     0     0  con    0  1.0D+00  1.1D+01  2.832D-01  2.191D+02
   81   93     0     0  con    0  1.0D+00  8.1D+00  1.639D-01  2.191D+02
   82   94     0     0  con    0  1.0D+00  6.0D-01  1.961D-01  2.191D+02
   83   95     0     0  con    0  1.0D+00  3.6D+00  7.378D-01  2.191D+02
   84   96     0     0  con    0  1.0D+00  1.5D+00  5.115D-01  2.190D+02
   85   97     0     0  con    0  1.0D+00  4.4D+00  1.753D-01  2.190D+02
   86   98     0     0  con    0  1.0D+00  2.1D+00  2.940D-02  2.190D+02
   87   99     0     0  con    0  1.0D+00  8.6D-01  2.909D-02  2.190D+02
   88  101     0     0  con    1  4.7D-02  6.6D+00  4.142D-01  2.190D+02
   89  102     0     0  con    0  1.0D+00  3.1D+00  2.292D-01  2.190D+02
   90  103     0     0  con    0  1.0D+00  3.1D+00  1.807D-02  2.190D+02
   91  104     0     0  con    0  1.0D+00  1.8D+00  2.159D-02  2.190D+02
   92  106     0     0  con    1  3.2D-02  7.8D+00  9.517D-02  2.190D+02
   93  107     0     0  con    0  1.0D+00  1.8D+00  7.015D-02  2.190D+02
   94  109     0     0  con    1  3.1D-02  4.4D-01  4.489D-02  2.190D+02
   95  110     0     0  con    0  1.0D+00  3.6D+00  6.996D-02  2.190D+02
   96  112     0     0  con    1  6.5D-02  1.1D+00  2.372D-01  2.190D+02
   97  113     0     0  con    0  1.0D+00  5.5D+00  2.363D-01  2.190D+02
   98  115     0     0  con    1  5.8D-02  4.5D+00  9.134D-02  2.190D+02
   99  116     0     0  con    0  1.0D+00  9.6D+00  1.346D-02  2.190D+02
  100  117     0     0  con    0  1.0D+00  9.6D-01  7.023D-02  2.190D+02
  101  118     0     0  con    0  1.0D+00  1.6D+00  1.605D-01  2.189D+02
  102  119     0     0  con    0  1.0D+00  2.0D+00  2.804D-02  2.189D+02
  103  120     0     0  con    0  1.0D+00  1.8D+00  2.883D-02  2.189D+02
  104  121     0     0  con    0  1.0D+00  1.0D+00  4.765D-02  2.189D+02
  105  122     0     0  con    0  1.0D+00  2.2D+00  5.347D-02  2.189D+02
  106  124     0     0  con    1  1.7D-02  2.6D-01  9.274D-02  2.189D+02
  107  125     0     0  con    0  1.0D+00  2.8D+00  4.387D-02  2.189D+02
  108  126     0     0  con    0  1.0D+00  4.0D-01  1.577D-02  2.189D+02
  109  128     0     0  con    1  8.9D-02  4.3D-01  8.405D-02  2.189D+02
  110  129     0     0  con    0  1.0D+00  1.5D+00  6.560D-02  2.189D+02
  111  130     0     0  con    0  1.0D+00  2.0D+00  9.011D-03  2.189D+02
  112  132     0     0  con    1  5.0D+00  1.5D+00  1.311D-02  2.189D+02
  113  133     0     0  con    0  1.0D+00  9.3D+00  1.758D-01  2.189D+02
  114  134     0     0  con    0  1.0D+00  1.2D+00  1.962D-01  2.189D+02
  115  135     0     0  con    0  1.0D+00  3.1D+00  7.287D-02  2.189D+02
  116  136     0     0  con    0  1.0D+00  5.3D+00  3.135D-03  2.189D+02
  117  137     0     0  con    0  1.0D+00  3.7D-01  1.304D-02  2.189D+02
  118  139     0     0  con    1  4.9D-01  1.4D+00  2.433D-02  2.189D+02
  119  140     0     0  con    0  1.0D+00  2.4D-01  1.411D-02  2.189D+02
  120  141     0     0  con    0  1.0D+00  3.6D-01  1.058D-01  2.189D+02
  121  142     0     0  con    0  1.0D+00  5.0D-01  3.677D-02  2.189D+02
  122  143     0     0  con    0  1.0D+00  7.7D-01  2.907D-03  2.189D+02
  123  144     0     0  con    0  1.0D+00  2.1D-01  4.140D-03  2.189D+02
  124  145     0     0  con    0  1.0D+00  4.8D-01  1.820D-02  2.189D+02
  125  146     0     0  con    0  1.0D+00  1.1D+00  5.479D-02  2.189D+02
  126  147     0     0  con    0  1.0D+00  6.5D-01  1.247D-02  2.189D+02
  127  148     0     0  con    0  1.0D+00  7.2D-02  4.327D-03  2.189D+02
  128  149     0     0  con    0  1.0D+00  1.6D-01  1.290D-02  2.189D+02
  129  150     0     0  con    0  1.0D+00  3.7D-01  1.956D-02  2.189D+02
  130  151     0     0  con    0  1.0D+00  3.5D-01  4.793D-03  2.189D+02
  131  153     0     0  con    1  1.8D-01  2.4D-01  3.405D-02  2.189D+02
  132  154     0     0  con    0  1.0D+00  3.2D-01  1.069D-02  2.189D+02
  133  155     0     0  con    0  1.0D+00  2.7D-01  1.571D-02  2.189D+02
  134  156     0     0  con    0  1.0D+00  4.1D-02  2.183D-02  2.189D+02
  135  157     0     0  con    0  1.0D+00  8.4D-02  2.345D-02  2.189D+02
  136  159     0     0  con    1  1.2D-02  1.3D-01  4.818D-02  2.189D+02
  137  160     0     0  con    0  1.0D+00  1.7D-01  3.432D-02  2.189D+02
  138  161     0     0  con    0  1.0D+00  7.1D-01  1.478D-02  2.189D+02
  139  162     0     0  con    0  1.0D+00  1.2D+00  7.036D-02  2.189D+02
  140  163     0     0  con    0  1.0D+00  1.3D+00  3.951D-02  2.189D+02
  141  164     0     0  con    0  1.0D+00  4.8D-01  2.616D-02  2.189D+02
  142  165     0     0  con    0  1.0D+00  3.6D-01  2.215D-02  2.189D+02
  143  167     0     0  con    1  1.2D-02  1.9D-01  9.582D-03  2.189D+02
  144  168     0     0  con    0  1.0D+00  3.4D-01  3.922D-03  2.189D+02
  145  170     0     0  con    1  3.1D-01  3.0D-01  2.345D-02  2.189D+02
  146  171     0     0  con    0  1.0D+00  6.4D-01  5.630D-03  2.189D+02
  147  172     0     0  con    0  1.0D+00  3.5D-01  1.116D-02  2.189D+02
  148  173     0     0  con    0  1.0D+00  3.3D-01  2.183D-02  2.189D+02
  149  174     0     0  con    0  1.0D+00  5.2D-01  3.546D-02  2.189D+02
  150  175     0     0  con    0  1.0D+00  3.5D-01  4.271D-02  2.189D+02
  151  177     0     0  con    1  1.1D-01  2.4D-01  1.874D-02  2.189D+02
  152  178     0     0  con    0  1.0D+00  2.0D-01  1.642D-02  2.189D+02
  153  179     0     0  con    0  1.0D+00  9.6D-02  4.865D-03  2.189D+02
  154  180     0     0  con    0  1.0D+00  3.3D-01  4.501D-02  2.189D+02
  155  181     0     0  con    0  1.0D+00  1.9D-01  9.816D-03  2.189D+02
  156  182     0     0  con    0  1.0D+00  1.6D-01  6.510D-03  2.189D+02
  157  183     0     0  con    0  1.0D+00  1.1D-01  8.422D-03  2.189D+02
  158  185     0     0  con    1  3.9D-02  4.9D-02  2.031D-02  2.189D+02
  159  186     0     0  con    0  1.0D+00  8.7D-02  1.128D-02  2.189D+02
  160  187     0     0  con    0  1.0D+00  1.1D-01  1.718D-03  2.189D+02
  161  188     0     0  con    0  1.0D+00  6.3D-02  6.890D-03  2.189D+02
  162  189     0     0  con    0  1.0D+00  7.2D-02  7.777D-03  2.189D+02
  163  191     0     0  con    1  8.2D-03  2.4D-02  1.912D-02  2.189D+02
  164  192     0     0  con    0  1.0D+00  1.1D-01  1.413D-02  2.189D+02
  165  193     0     0  con    0  1.0D+00  1.2D-01  2.987D-03  2.189D+02
  166  194     0     0  con    0  1.0D+00  9.7D-02  4.866D-03  2.189D+02
  167  195     0     0  con    0  1.0D+00  1.7D-01  2.800D-02  2.189D+02
  168  196     0     0  con    0  1.0D+00  1.5D-01  1.007D-02  2.189D+02
  169  197     0     0  con    0  1.0D+00  3.7D-02  1.064D-03  2.189D+02
  170  198     0     0  con    0  1.0D+00  2.5D-02  1.193D-02  2.189D+02
  171  199     0     0  con    0  1.0D+00  3.2D-02  1.615D-02  2.189D+02
  172  200     0     0  con    0  1.0D+00  5.3D-02  1.092D-02  2.189D+02
  173  202     0     0  con    1  1.7D-01  1.2D-01  1.447D-02  2.189D+02
  174  204     0     0  con    1  1.9D-01  1.5D-02  1.878D-03  2.189D+02
  175  205     0     0  con    0  1.0D+00  3.5D-02  3.240D-03  2.189D+02
  176  206     0     0  con    0  1.0D+00  4.8D-02  1.125D-02  2.189D+02
  177  207     0     0  con    0  1.0D+00  4.8D-02  1.772D-02  2.189D+02
  178  208     0     0  con    0  1.0D+00  8.8D-02  2.485D-02  2.189D+02
  179  209     0     0  con    0  1.0D+00  1.1D-01  2.365D-02  2.189D+02
  180  211     0     0  con    1  6.2D-02  4.1D-02  3.067D-02  2.189D+02
  181  212     0     0  con    0  1.0D+00  7.3D-02  1.802D-02  2.189D+02
  182  213     0     0  con    0  1.0D+00  3.4D-02  5.154D-03  2.189D+02
  183  214     0     0  con    0  1.0D+00  3.0D-02  6.455D-04  2.189D+02
  184  215     0     0  con    0  1.0D+00  1.3D-02  2.275D-03  2.189D+02
  185  216     0     0  con    0  1.0D+00  2.3D-02  1.115D-02  2.189D+02
  186  217     0     0  con    0  1.0D+00  4.5D-02  2.454D-03  2.189D+02
  187  218     0     0  con    0  1.0D+00  1.6D-01  2.578D-02  2.189D+02
  188  219     0     0  con    0  1.0D+00  2.3D-02  7.302D-03  2.189D+02
  189  220     0     0  con    0  1.0D+00  2.6D-02  7.649D-04  2.189D+02
  190  221     0     0  con    0  1.0D+00  1.6D-02  2.431D-03  2.189D+02
  191  222     0     0  con    0  1.0D+00  2.1D-02  3.983D-03  2.189D+02
  192  223     0     0  con    0  1.0D+00  4.8D-02  9.318D-03  2.189D+02
  193  224     0     0  con    0  1.0D+00  6.4D-02  7.111D-03  2.189D+02
  194  226     0     0  con    1  7.6D-02  2.7D-02  1.699D-02  2.189D+02
  195  227     0     0  con    0  1.0D+00  3.1D-02  1.125D-02  2.189D+02
  196  228     0     0  con    0  1.0D+00  8.4D-02  1.254D-03  2.189D+02
  197  229     0     0  con    0  1.0D+00  2.6D-02  5.275D-04  2.189D+02
  198  230     0     0  con    0  1.0D+00  1.3D-02  1.460D-03  2.189D+02
  199  231     0     0  con    0  1.0D+00  4.0D-02  9.507D-03  2.189D+02
  200  232     0     0  con    0  1.0D+00  2.0D-02  3.537D-04  2.189D+02
  201  233     0     0  con    0  1.0D+00  2.3D-02  2.709D-03  2.189D+02
  202  234     0     0  con    0  1.0D+00  3.2D-02  2.053D-03  2.189D+02
  203  236     0     0  con    1  3.0D-01  2.3D-02  3.174D-03  2.189D+02
  204  237     0     0  con    0  1.0D+00  1.2D-01  2.001D-03  2.189D+02
  205  238     0     0  con    0  1.0D+00  2.5D-02  1.066D-03  2.189D+02
  206  240     0     0  con    1  6.6D-02  6.2D-03  3.737D-03  2.189D+02
  207  241     0     0  con    0  1.0D+00  2.7D-02  4.622D-04  2.189D+02
  208  243     0     0  con    1  5.0D+00  9.9D-03  5.839D-04  2.189D+02
  209  245     0     0  con    1  4.6D-02  2.2D-02  4.146D-03  2.189D+02
  210  246     0     0  con    0  1.0D+00  4.2D-02  1.396D-03  2.189D+02
  211  247     0     0  con    0  1.0D+00  2.2D-02  8.790D-04  2.189D+02
  212  249     0     0  con    1  4.2D-01  8.4D-03  9.516D-04  2.189D+02

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 0.000E+00 seconds.

